mode,frame_type,posterior_var_mode,noise_rate,beta,anchor_scale,seed,checkpoint,best_epoch,total_epochs,hit_epoch_cap,d_hat,kl_var,kl_total,consistency_check,trained_risk,trained_risk_mc,trained_objective,trained_objective_mc,delta_noise,comparator_risk,comparator_objective,L_hat_minus_L_comp,opt_fail,excess_d,beta_excess_d,noisy_label_acc,clean_class_acc,noisy_label_acc_mc,min_center_distance,mean_center_distance,mean_center_anchor_err,min_sigma_u,raw_ortho_dev,eta_dev,fail
sampled,fixed,paper,0.1,0.001,6.0,0,best,168,268,0,12.945056,26.344172,39.289227,0.00e+00,0.545319,0.551990,0.584608,0.591279,3.400000,3.187217,3.190617,-2.599339,0,9.545056,0.009545,0.902000,1.000000,0.902000,nan,nan,nan,1.000000,0.000000,0.024871,
sampled,fixed,paper,0.1,0.001,6.0,0,final,168,268,0,12.930390,27.673119,40.603509,0.00e+00,0.541899,0.546892,0.582503,0.587496,3.400000,3.187217,3.190617,-2.603122,0,9.530390,0.009530,0.902000,1.000000,0.902000,nan,nan,nan,1.000000,0.000000,0.024871,
sampled,fixed,paper,0.1,0.001,6.0,1,best,99,199,0,13.308023,22.320978,35.629002,0.00e+00,0.624807,0.639424,0.660436,0.675053,3.400000,3.187217,3.190617,-2.515565,0,9.908023,0.009908,0.888500,1.000000,0.888500,nan,nan,nan,1.000000,0.000000,0.015271,
sampled,fixed,paper,0.1,0.001,6.0,1,final,99,199,0,13.068088,27.137684,40.205771,0.00e+00,0.620384,0.626040,0.660590,0.666246,3.400000,3.187217,3.190617,-2.524372,0,9.668088,0.009668,0.888500,1.000000,0.888500,nan,nan,nan,1.000000,0.000000,0.015271,
sampled,fixed,paper,0.1,0.003,6.0,1,best,83,183,0,12.983098,19.103403,32.086501,0.00e+00,0.630868,0.656327,0.727128,0.752586,3.400000,3.187217,3.197417,-2.444831,0,9.583098,0.028749,0.888500,1.000000,0.888500,nan,nan,nan,1.000000,0.000000,0.015271,
sampled,fixed,paper,0.1,0.003,6.0,1,final,83,183,0,12.899230,21.912863,34.812093,0.00e+00,0.623731,0.638136,0.728167,0.742572,3.400000,3.187217,3.197417,-2.454846,0,9.499230,0.028498,0.888500,1.000000,0.888500,nan,nan,nan,1.000000,0.000000,0.015271,
sampled,fixed,paper,0.1,0.003,6.0,3,best,110,210,0,12.733115,20.228214,32.961329,0.00e+00,0.557857,0.576842,0.656741,0.675726,3.400000,3.187217,3.197417,-2.521691,0,9.333115,0.027999,0.901500,1.000000,0.901500,nan,nan,nan,1.000000,0.000000,0.021132,
sampled,fixed,paper,0.1,0.003,6.0,3,final,110,210,0,12.765114,21.408604,34.173717,0.00e+00,0.554716,0.568906,0.657237,0.671427,3.400000,3.187217,3.197417,-2.525990,0,9.365114,0.028095,0.901500,1.000000,0.901500,nan,nan,nan,1.000000,0.000000,0.021132,
sampled,fixed,paper,0.1,0.003,6.0,4,best,79,179,0,13.236783,18.339781,31.576564,0.00e+00,0.595811,0.623293,0.690540,0.718023,3.400000,3.187217,3.197417,-2.479395,0,9.836783,0.029510,0.894500,1.000000,0.894500,nan,nan,nan,1.000000,0.000000,0.018977,
sampled,fixed,paper,0.1,0.003,6.0,4,final,79,179,0,12.847231,21.844048,34.691278,0.00e+00,0.588114,0.602041,0.692188,0.706115,3.400000,3.187217,3.197417,-2.491303,0,9.447231,0.028342,0.894500,1.000000,0.894500,nan,nan,nan,1.000000,0.000000,0.018977,
population,fixed,fixed,0.4,10,6.0,0,best,3456,5456,0,11.216440,0.000000,11.216440,0.00e+00,7.549758,7.829183,119.714160,119.993585,11.200000,8.191259,120.191259,-0.197674,0,0.016440,0.164402,0.600000,1.000000,0.600000,4.413141,4.448894,0.180380,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,10,6.0,0,final,3456,5456,0,11.219429,0.000000,11.219429,0.00e+00,7.514712,7.803894,119.709002,119.998184,11.200000,8.191259,120.191259,-0.193075,0,0.019429,0.194290,0.600000,1.000000,0.600000,4.378438,4.428296,0.194018,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,0,best,1,2001,0,11.218170,0.000000,11.218170,0.00e+00,7.524626,7.869065,41.179137,41.523575,11.200000,8.191259,41.791259,-0.267684,0,0.018170,0.054510,0.600000,1.000000,0.600000,4.399373,4.434081,0.189762,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,0,final,1,2001,0,11.328618,0.000000,11.328618,0.00e+00,6.732182,7.287013,40.718036,41.272867,11.200000,8.191259,41.791259,-0.518392,0,0.128618,0.385854,0.600000,1.000000,0.600000,3.833549,3.967719,0.505257,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,0,best,1,2001,0,11.220064,0.000000,11.220064,0.00e+00,7.499343,7.826090,18.719407,19.046154,11.200000,8.191259,19.391259,-0.345105,0,0.020064,0.020064,0.600000,1.000000,0.600000,4.383549,4.419189,0.199663,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,0,final,1,2001,0,11.688852,0.000000,11.688852,0.00e+00,5.516227,6.649090,17.205080,18.337943,11.200000,8.191259,19.391259,-1.053317,0,0.488852,0.488852,0.600000,1.000000,0.600000,3.183554,3.251855,0.987339,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,0,best,1,2001,0,11.222135,0.000000,11.222135,0.00e+00,7.474529,7.793802,10.841170,11.160442,11.200000,8.191259,11.551259,-0.390817,0,0.022135,0.006640,0.600000,1.000000,0.600000,4.367748,4.404580,0.209787,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,0,final,1,2001,0,11.989294,0.000000,11.989294,0.00e+00,4.843047,6.448472,8.439835,10.045260,11.200000,8.191259,11.551259,-1.505999,0,0.789294,0.236788,0.600000,1.000000,0.600000,2.746665,2.858409,1.255893,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,0,best,1,2001,0,11.224076,0.000000,11.224076,0.00e+00,7.453585,7.763677,8.575993,8.886084,11.200000,8.191259,9.311259,-0.425175,0,0.024076,0.002408,0.600000,1.000000,0.600000,4.358085,4.392245,0.218962,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,0,final,1,2001,0,12.159287,0.000000,12.159287,0.00e+00,4.527274,6.419024,5.743202,7.634953,11.200000,8.191259,9.311259,-1.676306,0,0.959287,0.095929,0.600000,1.000000,0.600000,2.501071,2.675737,1.383442,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,0,best,1,2001,0,11.225805,0.000000,11.225805,0.00e+00,7.432605,7.757080,7.769379,8.093855,11.200000,8.191259,8.527259,-0.433405,0,0.025805,0.000774,0.600000,1.000000,0.600000,4.342814,4.379901,0.226723,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,0,final,1,2001,0,12.276958,0.000000,12.276958,0.00e+00,4.330620,6.447809,4.698929,6.816118,11.200000,8.191259,8.527259,-1.711141,0,1.076958,0.032309,0.600000,1.000000,0.600000,2.351985,2.560881,1.465266,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,0,best,1,2001,0,11.227795,0.000000,11.227795,0.00e+00,7.412993,7.773868,7.525271,7.886146,11.200000,8.191259,8.303259,-0.417113,0,0.027795,0.000278,0.600000,1.000000,0.600000,4.327563,4.368370,0.235069,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,0,final,1,2001,0,12.286530,0.000000,12.286530,0.00e+00,4.320895,6.436736,4.443760,6.559601,11.200000,8.191259,8.303259,-1.743658,0,1.086530,0.010865,0.600000,1.000000,0.600000,2.421470,2.557898,1.473078,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,0,best,1,2001,0,11.229986,0.000000,11.229986,0.00e+00,7.391454,7.699751,7.425144,7.733441,11.200000,8.191259,8.224859,-0.491419,0,0.029986,0.000090,0.600000,1.000000,0.600000,4.312355,4.355700,0.244074,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,0,final,1,2001,0,12.251163,0.000000,12.251163,0.00e+00,4.388434,6.428451,4.425188,6.465204,11.200000,8.191259,8.224859,-1.759655,0,1.051163,0.003153,0.600000,1.000000,0.600000,2.437166,2.596779,1.448707,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,0,best,1,2001,0,11.232636,0.000000,11.232636,0.00e+00,7.366450,7.704427,7.377682,7.715659,11.200000,8.191259,8.202459,-0.486800,0,0.032636,0.000033,0.600000,1.000000,0.600000,4.296435,4.340998,0.254699,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,0,final,1,2001,0,12.288128,0.000000,12.288128,0.00e+00,4.334888,6.437834,4.347176,6.450122,11.200000,8.191259,8.202459,-1.752338,0,1.088128,0.001088,0.600000,1.000000,0.600000,2.412819,2.562807,1.472861,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,10,6.0,1,best,4145,6145,0,11.216774,0.000000,11.216774,0.00e+00,7.544016,7.864947,119.711756,120.032687,11.200000,8.191259,120.191259,-0.158573,0,0.016774,0.167740,0.600000,1.000000,0.600000,4.401337,4.445506,0.182293,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,10,6.0,1,final,4145,6145,0,11.220625,0.000000,11.220625,0.00e+00,7.494514,7.817403,119.700764,120.023652,11.200000,8.191259,120.191259,-0.167607,0,0.020625,0.206249,0.600000,1.000000,0.600000,4.371070,4.416323,0.201759,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,1,best,1,2001,0,11.218560,0.000000,11.218560,0.00e+00,7.518635,7.857322,41.174315,41.513003,11.200000,8.191259,41.791259,-0.278256,0,0.018560,0.055681,0.600000,1.000000,0.600000,4.385288,4.430550,0.191967,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,1,final,1,2001,0,11.342810,0.000000,11.342810,0.00e+00,6.657012,7.206621,40.685441,41.235050,11.200000,8.191259,41.791259,-0.556209,0,0.142810,0.428429,0.600000,1.000000,0.600000,3.845851,3.923367,0.533268,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,1,best,1,2001,0,11.220143,0.000000,11.220143,0.00e+00,7.498549,7.787647,18.718693,19.007790,11.200000,8.191259,19.391259,-0.383469,0,0.020143,0.020143,0.600000,1.000000,0.600000,4.369969,4.418721,0.200172,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,1,final,1,2001,0,11.691236,0.000000,11.691236,0.00e+00,5.509060,6.659754,17.200296,18.350990,11.200000,8.191259,19.391259,-1.040269,0,0.491236,0.491236,0.600000,1.000000,0.600000,3.084218,3.248090,0.989930,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,1,best,1,2001,0,11.221701,0.000000,11.221701,0.00e+00,7.480219,7.787619,10.846730,11.154130,11.200000,8.191259,11.551259,-0.397130,0,0.021701,0.006510,0.600000,1.000000,0.600000,4.354019,4.407928,0.207772,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,1,final,1,2001,0,12.001650,0.000000,12.001650,0.00e+00,4.820244,6.470615,8.420739,10.071110,11.200000,8.191259,11.551259,-1.480149,0,0.801650,0.240495,0.600000,1.000000,0.600000,2.745713,2.844101,1.263996,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,1,best,1,2001,0,11.223484,0.000000,11.223484,0.00e+00,7.459396,7.780571,8.581745,8.902920,11.200000,8.191259,9.311259,-0.408340,0,0.023484,0.002348,0.600000,1.000000,0.600000,4.338079,4.395680,0.215965,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,1,final,1,2001,0,12.175277,0.000000,12.175277,0.00e+00,4.488654,6.443486,5.706182,7.661013,11.200000,8.191259,9.311259,-1.650246,0,0.975277,0.097528,0.600000,1.000000,0.600000,2.435877,2.652510,1.394413,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,1,best,1,2001,0,11.225705,0.000000,11.225705,0.00e+00,7.434441,7.788893,7.771212,8.125664,11.200000,8.191259,8.527259,-0.401595,0,0.025705,0.000771,0.600000,1.000000,0.600000,4.321489,4.380982,0.226013,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,1,final,1,2001,0,12.218157,0.000000,12.218157,0.00e+00,4.424846,6.432348,4.791390,6.798893,11.200000,8.191259,8.527259,-1.728367,0,1.018157,0.030545,0.600000,1.000000,0.600000,2.446245,2.617729,1.424983,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,1,best,1,2001,0,11.227689,0.000000,11.227689,0.00e+00,7.412444,7.748935,7.524721,7.861212,11.200000,8.191259,8.303259,-0.442047,0,0.027689,0.000277,0.600000,1.000000,0.600000,4.305591,4.368037,0.234513,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,1,final,1,2001,0,12.227379,0.000000,12.227379,0.00e+00,4.415322,6.453614,4.537596,6.575888,11.200000,8.191259,8.303259,-1.727371,0,1.027379,0.010274,0.600000,1.000000,0.600000,2.474014,2.609298,1.430712,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,1,best,1,2001,0,11.229612,0.000000,11.229612,0.00e+00,7.392562,7.741805,7.426251,7.775494,11.200000,8.191259,8.224859,-0.449366,0,0.029612,0.000089,0.600000,1.000000,0.600000,4.292576,4.356341,0.242431,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,1,final,1,2001,0,12.260345,0.000000,12.260345,0.00e+00,4.356812,6.454372,4.393593,6.491153,11.200000,8.191259,8.224859,-1.733706,0,1.060345,0.003181,0.600000,1.000000,0.600000,2.468086,2.578413,1.454944,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,1,best,1,2001,0,11.232103,0.000000,11.232103,0.00e+00,7.367711,7.705025,7.378943,7.716257,11.200000,8.191259,8.202459,-0.486202,0,0.032103,0.000032,0.600000,1.000000,0.600000,4.276745,4.341719,0.252402,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,1,final,1,2001,0,12.237372,0.000000,12.237372,0.00e+00,4.403596,6.428434,4.415834,6.440671,11.200000,8.191259,8.202459,-1.761788,0,1.037372,0.001037,0.600000,1.000000,0.600000,2.460212,2.608044,1.439404,1.000000,0.000000,0.000000,
sampled,fixed,paper,0.1,0.01,6.0,0,best,13,113,0,13.645540,4.305398,17.950938,0.00e+00,0.676390,1.808460,0.855899,1.987969,3.400000,3.187217,3.221217,-1.233248,0,10.245540,0.102455,0.902000,1.000000,0.902000,nan,nan,nan,1.000000,0.000000,0.024871,
sampled,fixed,paper,0.1,0.01,6.0,0,final,13,113,0,12.585717,15.726707,28.312425,0.00e+00,0.563108,0.605383,0.846232,0.888507,3.400000,3.187217,3.221217,-2.332711,0,9.185717,0.091857,0.902000,1.000000,0.902000,nan,nan,nan,1.000000,0.000000,0.024871,
sampled,fixed,paper,0.1,0.001,6.0,4,best,586,686,0,12.911659,25.951176,38.862835,0.00e+00,0.581054,0.586397,0.619917,0.625259,3.400000,3.187217,3.190617,-2.565358,0,9.511659,0.009512,0.894500,1.000000,0.894500,nan,nan,nan,1.000000,0.000000,0.018977,
sampled,fixed,paper,0.1,0.001,6.0,4,final,586,686,0,12.912036,26.537840,39.449876,0.00e+00,0.581064,0.585719,0.620514,0.625168,3.400000,3.187217,3.190617,-2.565449,0,9.512036,0.009512,0.894500,1.000000,0.894500,nan,nan,nan,1.000000,0.000000,0.018977,
sampled,fixed,paper,0.1,0.001,6.0,2,best,643,743,0,12.843092,25.838856,38.681948,0.00e+00,0.534939,0.540053,0.573621,0.578735,3.400000,3.187217,3.190617,-2.611883,0,9.443092,0.009443,0.903500,1.000000,0.903500,nan,nan,nan,1.000000,0.000000,0.012462,
sampled,fixed,paper,0.1,0.001,6.0,2,final,643,743,0,12.843941,26.038105,38.882046,0.00e+00,0.535008,0.539844,0.573891,0.578726,3.400000,3.187217,3.190617,-2.611891,0,9.443941,0.009444,0.903500,1.000000,0.903500,nan,nan,nan,1.000000,0.000000,0.012462,
population,fixed,fixed,0.4,10,6.0,3,best,3200,5200,0,11.216071,0.000000,11.216071,0.00e+00,7.559363,7.860896,119.720074,120.021607,11.200000,8.191259,120.191259,-0.169653,0,0.016071,0.160711,0.600000,1.000000,0.600000,4.405134,4.454630,0.177091,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,10,6.0,3,final,3200,5200,0,11.218147,0.000000,11.218147,0.00e+00,7.525937,7.816258,119.707410,119.997731,11.200000,8.191259,120.191259,-0.193529,0,0.018147,0.181473,0.600000,1.000000,0.600000,4.392805,4.434874,0.189834,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,3,best,1,2001,0,11.217638,0.000000,11.217638,0.00e+00,7.535352,7.849496,41.188266,41.502410,11.200000,8.191259,41.791259,-0.288850,0,0.017638,0.052914,0.600000,1.000000,0.600000,4.389806,4.440470,0.185984,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,3,final,1,2001,0,11.341593,0.000000,11.341593,0.00e+00,6.666367,7.210541,40.691145,41.235320,11.200000,8.191259,41.791259,-0.555940,0,0.141593,0.424778,0.600000,1.000000,0.600000,3.879499,3.928635,0.531471,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,3,best,1,2001,0,11.218760,0.000000,11.218760,0.00e+00,7.519856,7.829350,18.738616,19.048110,11.200000,8.191259,19.391259,-0.343150,0,0.018760,0.018760,0.600000,1.000000,0.600000,4.380323,4.431334,0.192135,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,3,final,1,2001,0,11.668000,0.000000,11.668000,0.00e+00,5.565650,6.656102,17.233650,18.324102,11.200000,8.191259,19.391259,-1.067158,0,0.468000,0.468000,0.600000,1.000000,0.600000,3.185264,3.281408,0.966364,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,3,best,1,2001,0,11.220344,0.000000,11.220344,0.00e+00,7.500364,7.802006,10.866467,11.168109,11.200000,8.191259,11.551259,-0.383151,0,0.020344,0.006103,0.600000,1.000000,0.600000,4.372444,4.419841,0.200077,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,3,final,1,2001,0,11.980350,0.000000,11.980350,0.00e+00,4.862904,6.452308,8.457009,10.046412,11.200000,8.191259,11.551259,-1.504847,0,0.780350,0.234105,0.600000,1.000000,0.600000,2.749182,2.871000,1.247616,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,3,best,1,2001,0,11.221229,0.000000,11.221229,0.00e+00,7.488475,7.800961,8.610598,8.923084,11.200000,8.191259,9.311259,-0.388176,0,0.021229,0.002123,0.600000,1.000000,0.600000,4.357325,4.412858,0.204500,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,3,final,1,2001,0,12.176208,0.000000,12.176208,0.00e+00,4.489114,6.437800,5.706735,7.655421,11.200000,8.191259,9.311259,-1.655839,0,0.976208,0.097621,0.600000,1.000000,0.600000,2.498937,2.651385,1.395597,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,3,best,1,2001,0,11.222485,0.000000,11.222485,0.00e+00,7.471718,7.788031,7.808392,8.124705,11.200000,8.191259,8.527259,-0.402554,0,0.022485,0.000675,0.600000,1.000000,0.600000,4.355618,4.402983,0.211090,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,3,final,1,2001,0,12.246269,0.000000,12.246269,0.00e+00,4.371754,6.436017,4.739142,6.803405,11.200000,8.191259,8.527259,-1.723854,0,1.046269,0.031388,0.600000,1.000000,0.600000,2.424186,2.584713,1.445083,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,3,best,1,2001,0,11.224216,0.000000,11.224216,0.00e+00,7.452090,7.776965,7.564332,7.889208,11.200000,8.191259,8.303259,-0.414052,0,0.024216,0.000242,0.600000,1.000000,0.600000,4.338543,4.391430,0.219147,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,3,final,1,2001,0,12.240081,0.000000,12.240081,0.00e+00,4.404143,6.452927,4.526544,6.575328,11.200000,8.191259,8.303259,-1.727931,0,1.040081,0.010401,0.600000,1.000000,0.600000,2.371361,2.605522,1.437433,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,3,best,1,2001,0,11.226459,0.000000,11.226459,0.00e+00,7.427074,7.731683,7.460754,7.765362,11.200000,8.191259,8.224859,-0.459497,0,0.026459,0.000079,0.600000,1.000000,0.600000,4.321507,4.376702,0.229212,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,3,final,1,2001,0,12.224123,0.000000,12.224123,0.00e+00,4.423372,6.441318,4.460045,6.477991,11.200000,8.191259,8.224859,-1.746869,0,1.024123,0.003072,0.600000,1.000000,0.600000,2.498907,2.615294,1.428311,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,3,best,1,2001,0,11.228094,0.000000,11.228094,0.00e+00,7.410324,7.716589,7.421552,7.727817,11.200000,8.191259,8.202459,-0.474642,0,0.028094,0.000028,0.600000,1.000000,0.600000,4.315490,4.366843,0.236057,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,3,final,1,2001,0,12.254606,0.000000,12.254606,0.00e+00,4.376614,6.407213,4.388868,6.419468,11.200000,8.191259,8.202459,-1.782991,0,1.054606,0.001055,0.600000,1.000000,0.600000,2.467841,2.587356,1.450126,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,10,6.0,2,best,4252,6252,0,11.216168,0.000000,11.216168,0.00e+00,7.562306,7.866289,119.723990,120.027973,11.200000,8.191259,120.191259,-0.163287,0,0.016168,0.161684,0.600000,1.000000,0.600000,4.396494,4.456397,0.178226,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,10,6.0,2,final,4252,6252,0,11.220369,0.000000,11.220369,0.00e+00,7.496163,7.791542,119.699857,119.995236,11.200000,8.191259,120.191259,-0.196024,0,0.020369,0.203693,0.600000,1.000000,0.600000,4.373718,4.417328,0.200787,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,2,best,1,2001,0,11.217699,0.000000,11.217699,0.00e+00,7.537492,7.855176,41.190589,41.508274,11.200000,8.191259,41.791259,-0.282986,0,0.017699,0.053097,0.600000,1.000000,0.600000,4.382187,4.441775,0.186508,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,3,6.0,2,final,1,2001,0,11.340342,0.000000,11.340342,0.00e+00,6.672322,7.205665,40.693347,41.226690,11.200000,8.191259,41.791259,-0.564569,0,0.140342,0.421025,0.600000,1.000000,0.600000,3.855037,3.932496,0.528181,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,2,best,1,2001,0,11.219569,0.000000,11.219569,0.00e+00,7.512774,7.816823,18.732344,19.036392,11.200000,8.191259,19.391259,-0.354867,0,0.019569,0.019569,0.600000,1.000000,0.600000,4.367911,4.427221,0.196141,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,1,6.0,2,final,1,2001,0,11.672716,0.000000,11.672716,0.00e+00,5.553026,6.638150,17.225742,18.310866,11.200000,8.191259,19.391259,-1.080393,0,0.472716,0.472716,0.600000,1.000000,0.600000,3.137772,3.274172,0.971278,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,2,best,1,2001,0,11.220862,0.000000,11.220862,0.00e+00,7.497741,7.848534,10.863999,11.214793,11.200000,8.191259,11.551259,-0.336467,0,0.020862,0.006259,0.600000,1.000000,0.600000,4.356984,4.418389,0.201748,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.3,6.0,2,final,1,2001,0,12.015985,0.000000,12.015985,0.00e+00,4.787577,6.470853,8.392372,10.075649,11.200000,8.191259,11.551259,-1.475611,0,0.815985,0.244796,0.600000,1.000000,0.600000,2.666788,2.826085,1.276509,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,2,best,1,2001,0,11.222002,0.000000,11.222002,0.00e+00,7.483382,7.825252,8.605582,8.947453,11.200000,8.191259,9.311259,-0.363807,0,0.022002,0.002200,0.600000,1.000000,0.600000,4.357100,4.409939,0.207530,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.1,6.0,2,final,1,2001,0,12.162985,0.000000,12.162985,0.00e+00,4.510109,6.436338,5.726408,7.652636,11.200000,8.191259,9.311259,-1.658623,0,0.962985,0.096298,0.600000,1.000000,0.600000,2.538399,2.664731,1.387322,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,2,best,1,2001,0,11.223568,0.000000,11.223568,0.00e+00,7.463014,7.798137,7.799721,8.134844,11.200000,8.191259,8.527259,-0.392416,0,0.023568,0.000707,0.600000,1.000000,0.600000,4.343129,4.397963,0.215071,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.03,6.0,2,final,1,2001,0,12.240849,0.000000,12.240849,0.00e+00,4.389354,6.439332,4.756580,6.806558,11.200000,8.191259,8.527259,-1.720702,0,1.040849,0.031225,0.600000,1.000000,0.600000,2.446039,2.596151,1.441664,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,2,best,1,2001,0,11.225094,0.000000,11.225094,0.00e+00,7.446136,7.757026,7.558387,7.869277,11.200000,8.191259,8.303259,-0.433983,0,0.025094,0.000251,0.600000,1.000000,0.600000,4.333276,4.388031,0.222182,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.01,6.0,2,final,1,2001,0,12.283736,0.000000,12.283736,0.00e+00,4.314055,6.439545,4.436893,6.562382,11.200000,8.191259,8.303259,-1.740877,0,1.083736,0.010837,0.600000,1.000000,0.600000,2.411574,2.555612,1.471250,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,2,best,1,2001,0,11.227339,0.000000,11.227339,0.00e+00,7.421550,7.730055,7.455232,7.763737,11.200000,8.191259,8.224859,-0.461123,0,0.027339,0.000082,0.600000,1.000000,0.600000,4.320378,4.373584,0.232053,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.003,6.0,2,final,1,2001,0,12.252637,0.000000,12.252637,0.00e+00,4.383353,6.452942,4.420111,6.489700,11.200000,8.191259,8.224859,-1.735160,0,1.052637,0.003158,0.600000,1.000000,0.600000,2.451397,2.595649,1.450508,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,2,best,1,2001,0,11.228750,0.000000,11.228750,0.00e+00,7.408045,7.733820,7.419274,7.745049,11.200000,8.191259,8.202459,-0.457410,0,0.028750,0.000029,0.600000,1.000000,0.600000,4.312218,4.365662,0.237864,1.000000,0.000000,0.000000,
population,fixed,fixed,0.4,0.001,6.0,2,final,1,2001,0,12.273096,0.000000,12.273096,0.00e+00,4.335068,6.443419,4.347341,6.455692,11.200000,8.191259,8.202459,-1.746767,0,1.073096,0.001073,0.600000,1.000000,0.600000,2.424393,2.567561,1.463602,1.000000,0.000000,0.000000,
sampled,fixed,paper,0.1,0.003,6.0,0,best,782,882,0,12.841598,20.429333,33.270930,0.00e+00,0.542963,0.557706,0.642776,0.657518,3.400000,3.187217,3.197417,-2.539899,0,9.441598,0.028325,0.902000,1.000000,0.902000,nan,nan,nan,1.000000,0.000000,0.024871,
sampled,fixed,paper,0.1,0.003,6.0,0,final,782,882,0,12.843573,20.708878,33.552450,0.00e+00,0.543384,0.557320,0.644042,0.657977,3.400000,3.187217,3.197417,-2.539440,0,9.443573,0.028331,0.902000,1.000000,0.902000,nan,nan,nan,1.000000,0.000000,0.024871,
