seed,noise_rate,beta,frame_type,posterior_var_mode,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9
2,0.4,0.3,trainable,paper,"[2.2695581912994385, 0.9973185658454895, 0.9828113317489624, 0.9895346164703369, 0.9967215657234192, 1.0028022527694702, 0.9950700998306274, 0.9980897903442383, 0.9926436543464661, 1.0018298625946045]","[0.9948844909667969, 2.2681221961975098, 0.985012948513031, 0.9970985651016235, 0.9940941333770752, 0.9988711476325989, 0.9959372878074646, 0.9944126605987549, 0.9932349324226379, 1.0038113594055176]","[1.0091437101364136, 1.01303231716156, 2.165051221847534, 0.9994043111801147, 1.0001803636550903, 1.0086058378219604, 1.0026295185089111, 1.0033262968063354, 1.001686930656433, 1.0106009244918823]","[0.9972394704818726, 0.9968757629394531, 0.9935685396194458, 2.2137863636016846, 0.998760998249054, 1.012807846069336, 1.0010504722595215, 0.9968644976615906, 0.9944279193878174, 1.01572585105896]","[0.9947153329849243, 1.0026768445968628, 0.9996982216835022, 0.9966526627540588, 2.2122855186462402, 1.0047944784164429, 1.0060107707977295, 0.9979584217071533, 0.9907318353652954, 1.0144100189208984]","[0.9877073168754578, 0.9946971535682678, 0.9870115518569946, 0.9798284769058228, 0.9909130930900574, 2.3111937046051025, 0.993284285068512, 0.9952801465988159, 0.9901626706123352, 1.0022413730621338]","[0.9967580437660217, 0.9995468258857727, 0.9948375225067139, 0.9889984130859375, 0.9945595264434814, 1.000095248222351, 2.2397305965423584, 1.0027470588684082, 1.0006200075149536, 1.003793716430664]","[0.9860719442367554, 0.9945127367973328, 0.9878103733062744, 0.989687442779541, 0.9980935454368591, 0.9978380799293518, 0.9828420281410217, 2.3059635162353516, 0.9874311089515686, 1.0012778043746948]","[0.9908865690231323, 0.9933243989944458, 0.9854655861854553, 0.9902467727661133, 0.9985809326171875, 1.0002650022506714, 0.9858347177505493, 0.9999878406524658, 2.302030086517334, 0.984340250492096]","[0.9915723204612732, 0.9951496720314026, 0.987023115158081, 0.9784129858016968, 0.9861274361610413, 0.9957925081253052, 0.9922475218772888, 0.9918822050094604, 1.010480284690857, 2.305777072906494]"
2,0.4,0.1,trainable,paper,"[2.2740354537963867, 0.9956179261207581, 0.9816352128982544, 0.9875431656837463, 0.9949367046356201, 1.006035327911377, 0.9935727715492249, 0.9949876666069031, 0.9962918162345886, 1.0031851530075073]","[0.9921680092811584, 2.2800357341766357, 0.9846867918968201, 0.9940759539604187, 0.9910897612571716, 1.00001060962677, 0.9920098185539246, 0.9928048253059387, 0.994246244430542, 1.0065594911575317]","[1.0071873664855957, 1.0101619958877563, 2.1845762729644775, 0.9990904927253723, 0.9967674612998962, 1.0088599920272827, 0.9980822205543518, 1.0003749132156372, 1.0002485513687134, 1.0106534957885742]","[0.9948257803916931, 0.9948350191116333, 0.9909833669662476, 2.2225091457366943, 0.9960436820983887, 1.0156759023666382, 0.9965616464614868, 0.9934138059616089, 0.999894917011261, 1.0202759504318237]","[0.9909563064575195, 1.0010992288589478, 0.999114990234375, 0.9940754771232605, 2.2115321159362793, 1.0104402303695679, 1.0017281770706177, 0.9971497654914856, 0.9968370199203491, 1.0186131000518799]","[0.9814718961715698, 0.9911697506904602, 0.9858576655387878, 0.9736643433570862, 0.9828482866287231, 2.3480734825134277, 0.9920769929885864, 0.9928801655769348, 0.9909131526947021, 1.0005148649215698]","[0.9933269023895264, 0.9995192289352417, 0.9961410164833069, 0.9881974458694458, 0.9945256114006042, 0.9994072318077087, 2.2446749210357666, 0.9989641308784485, 1.0029339790344238, 1.0047812461853027]","[0.9840966463088989, 0.991912841796875, 0.9872891306877136, 0.9875190854072571, 0.9947599768638611, 0.9972450733184814, 0.981521725654602, 2.311673402786255, 0.9933752417564392, 1.0033832788467407]","[0.9845014214515686, 0.9907312989234924, 0.9850672483444214, 0.9830618500709534, 0.9905426502227783, 0.999947190284729, 0.9817256927490234, 0.9930146932601929, 2.3522329330444336, 0.978833019733429]","[0.9876360893249512, 0.9910559058189392, 0.9852686524391174, 0.971437931060791, 0.9792415499687195, 0.9973005652427673, 0.9888560175895691, 0.9869155287742615, 1.0160927772521973, 2.3403475284576416]"
2,0.4,0.03,trainable,paper,"[2.289072036743164, 0.9984016418457031, 0.9783889055252075, 0.9856436252593994, 0.9914793372154236, 1.0074260234832764, 0.9935269951820374, 0.9894911050796509, 0.9983397126197815, 0.9991848468780518]","[0.9865360856056213, 2.3122427463531494, 0.9816409945487976, 0.9915146231651306, 0.9879320859909058, 0.999114990234375, 0.9917611479759216, 0.9879168272018433, 0.9928964376449585, 1.0006762742996216]","[1.0074037313461304, 1.0111206769943237, 2.199786901473999, 0.9976687431335449, 0.9948376417160034, 1.0082387924194336, 0.9963404536247253, 0.9974051117897034, 0.9977225661277771, 1.007547378540039]","[0.993841826915741, 0.9942330718040466, 0.9897059202194214, 2.237950325012207, 0.9917082190513611, 1.0179939270019531, 0.9968122839927673, 0.9868008494377136, 1.0035866498947144, 1.0149747133255005]","[0.990466833114624, 1.001059651374817, 0.9975967407226562, 0.9941973686218262, 2.218966484069824, 1.0110523700714111, 1.0045493841171265, 0.9919506907463074, 0.9997196197509766, 1.0122911930084229]","[0.9774272441864014, 0.990818977355957, 0.9844567179679871, 0.9682583808898926, 0.9794779419898987, 2.375063180923462, 0.9927962422370911, 0.9872257113456726, 0.990403950214386, 0.9994508028030396]","[0.9911028742790222, 0.9984170198440552, 0.9957563877105713, 0.9849600195884705, 0.9894265532493591, 0.9972686767578125, 2.269603967666626, 0.9960583448410034, 1.0009099245071411, 1.0025699138641357]","[0.9850502014160156, 0.9935709834098816, 0.986464262008667, 0.9892897009849548, 0.9951651692390442, 0.9989874362945557, 0.9809916615486145, 2.309054374694824, 0.9964503049850464, 0.9970194101333618]","[0.9793471097946167, 0.99171382188797, 0.9846104383468628, 0.9772964715957642, 0.985884964466095, 0.9988419413566589, 0.9817661046981812, 0.9874868988990784, 2.3828728199005127, 0.9760265946388245]","[0.9870858192443848, 0.9950538873672485, 0.9841203689575195, 0.9727389812469482, 0.9811334013938904, 0.9947816133499146, 0.987388551235199, 0.9880893230438232, 1.0147185325622559, 2.3368215560913086]"
2,0.4,0.01,trainable,paper,"[2.3113839626312256, 0.9943550229072571, 0.9747766256332397, 0.9820300936698914, 0.9890801310539246, 1.0050246715545654, 0.9920284748077393, 0.9834252595901489, 0.9976758360862732, 1.0062649250030518]","[0.9890816807746887, 2.2972846031188965, 0.9809503555297852, 0.9922550916671753, 0.9871681332588196, 0.9992750883102417, 0.9915673136711121, 0.989020049571991, 0.9959418773651123, 1.0089502334594727]","[1.0079265832901, 1.008160948753357, 2.210188865661621, 0.9958469271659851, 0.9921005368232727, 1.007691502571106, 0.9936636686325073, 0.9934142231941223, 0.9979230761528015, 1.0137012004852295]","[0.9949480295181274, 0.9894302487373352, 0.9883823990821838, 2.2472095489501953, 0.9883175492286682, 1.017212152481079, 0.9939191341400146, 0.9822250604629517, 1.0064623355865479, 1.026196002960205]","[0.9893235564231873, 1.0000189542770386, 0.9969059824943542, 0.993574321269989, 2.223792314529419, 1.009354829788208, 1.0012763738632202, 0.9864611625671387, 1.001389980316162, 1.024139642715454]","[0.9772959351539612, 0.988667905330658, 0.9828570485115051, 0.9657520055770874, 0.9775183200836182, 2.388371229171753, 0.9908185005187988, 0.9847924113273621, 0.9907081723213196, 1.0018483400344849]","[0.9894323945045471, 0.9954383969306946, 0.9945184588432312, 0.9840598702430725, 0.9892573356628418, 0.996415913105011, 2.2796332836151123, 0.9908458590507507, 1.002280592918396, 1.006278395652771]","[0.9881581664085388, 0.9932222366333008, 0.9882723093032837, 0.9915004372596741, 0.9981032013893127, 0.9995343089103699, 0.982794463634491, 2.2734553813934326, 1.0006630420684814, 1.0142005681991577]","[0.9788039326667786, 0.9879788756370544, 0.9810009002685547, 0.9716687202453613, 0.9817343950271606, 0.9974830150604248, 0.9786264300346375, 0.9822586178779602, 2.4173295497894287, 0.9762747883796692]","[0.9810113906860352, 0.9885869026184082, 0.9785645008087158, 0.961876392364502, 0.9701067209243774, 0.993725597858429, 0.9848441481590271, 0.975844144821167, 1.0185561180114746, 2.408935546875]"
2,0.4,0.003,trainable,paper,"[2.3379132747650146, 0.9940025806427002, 0.9719142913818359, 0.984398365020752, 0.989721953868866, 0.9981645345687866, 0.9882690906524658, 0.9782678484916687, 0.9916913509368896, 1.0050805807113647]","[0.9867324233055115, 2.3198533058166504, 0.9804225564002991, 0.996159553527832, 0.9883313179016113, 0.9912936687469482, 0.9865310788154602, 0.9854567050933838, 0.9900580048561096, 1.010528802871704]","[1.0081422328948975, 1.00554621219635, 2.22236704826355, 0.9994783997535706, 0.9935006499290466, 1.000996708869934, 0.9894729852676392, 0.9932613968849182, 0.9948045015335083, 1.014465093612671]","[0.9928262829780579, 0.9860290884971619, 0.9850242137908936, 2.294391393661499, 0.9883176684379578, 1.0068764686584473, 0.9862258434295654, 0.9757412672042847, 0.9984038472175598, 1.0255892276763916]","[0.987532377243042, 0.9978958368301392, 0.9942010045051575, 0.9949703216552734, 2.2621805667877197, 1.0012233257293701, 0.9957376718521118, 0.9804624319076538, 0.9932473301887512, 1.023227334022522]","[0.9812443256378174, 0.9928983449935913, 0.9863286018371582, 0.9775170683860779, 0.9843726754188538, 2.342061758041382, 0.989837646484375, 0.9850196242332458, 0.9910240173339844, 1.0088719129562378]","[0.9897136688232422, 0.9968419671058655, 0.9943159818649292, 0.9900317788124084, 0.9933182001113892, 0.9917823076248169, 2.2755753993988037, 0.9893075227737427, 0.9997144937515259, 1.006272792816162]","[0.9898501038551331, 0.992989182472229, 0.9844738841056824, 0.9968500137329102, 1.0033581256866455, 0.9949113130569458, 0.9788092970848083, 2.2844810485839844, 0.9925748705863953, 1.0144191980361938]","[0.9813036918640137, 0.9894335865974426, 0.9781779050827026, 0.9777874946594238, 0.9865561723709106, 0.9907041192054749, 0.9745060801506042, 0.9858807921409607, 2.4049296379089355, 0.9791646599769592]","[0.9806959629058838, 0.9864683747291565, 0.9755935072898865, 0.9629675149917603, 0.9711889624595642, 0.9865123629570007, 0.9809436798095703, 0.9725360870361328, 1.0119296312332153, 2.4352567195892334]"
2,0.4,0.001,trainable,paper,"[2.3730666637420654, 0.9935567378997803, 0.9672567248344421, 0.9848088622093201, 0.9885743260383606, 0.9891454577445984, 0.9845566153526306, 0.9736257195472717, 0.9869820475578308, 1.0041518211364746]","[0.9862317442893982, 2.345043182373047, 0.9766942858695984, 0.9969513416290283, 0.9886964559555054, 0.9830946326255798, 0.9849872589111328, 0.982194185256958, 0.9850953221321106, 1.0120186805725098]","[1.011365294456482, 1.0063567161560059, 2.2348151206970215, 0.9997122287750244, 0.9932559728622437, 0.993758499622345, 0.9885945320129395, 0.9920858144760132, 0.9918510913848877, 1.0127063989639282]","[0.9923458099365234, 0.9835052490234375, 0.982635498046875, 2.321908712387085, 0.990952730178833, 0.9960907101631165, 0.9841710925102234, 0.9718151688575745, 0.9933320879936218, 1.027287244796753]","[0.9891624450683594, 0.9961127638816833, 0.9928797483444214, 0.9920172095298767, 2.295231342315674, 0.9908524751663208, 0.9921764135360718, 0.977544367313385, 0.9861919283866882, 1.0238847732543945]","[0.9902734756469727, 0.9969707131385803, 0.9896948933601379, 0.9841193556785583, 0.9942824840545654, 2.2916603088378906, 0.9926849007606506, 0.9865189790725708, 0.9929959774017334, 1.0114010572433472]","[0.9921285510063171, 0.9958537220954895, 0.9920639395713806, 0.9899177551269531, 0.9955771565437317, 0.9849357008934021, 2.290194034576416, 0.9845765829086304, 0.9963672161102295, 1.0084394216537476]","[0.9929984211921692, 0.9931256175041199, 0.9819897413253784, 0.9975365996360779, 1.0045992136001587, 0.9886564612388611, 0.9788261651992798, 2.2931969165802, 0.9883579015731812, 1.0167529582977295]","[0.984851598739624, 0.9906975030899048, 0.976220965385437, 0.9797065258026123, 0.9897221326828003, 0.9837738871574402, 0.9735109210014343, 0.9858219027519226, 2.410031795501709, 0.9748392105102539]","[0.9813412427902222, 0.9845089912414551, 0.9747443795204163, 0.9606683850288391, 0.9703665375709534, 0.9817342162132263, 0.9762778878211975, 0.9670214653015137, 1.0127222537994385, 2.461291551589966]"
0,0.4,10,trainable,paper,"[2.2430548667907715, 0.9962510466575623, 1.0043220520019531, 0.9960318803787231, 0.9988139271736145, 0.9958861470222473, 0.9999521374702454, 0.9976581335067749, 0.9960037469863892, 0.9935157895088196]","[1.010482668876648, 2.170555353164673, 1.0061650276184082, 1.0006672143936157, 1.0074131488800049, 1.003772258758545, 1.0010453462600708, 1.0004122257232666, 1.0036790370941162, 1.0093826055526733]","[0.9971809387207031, 0.9970489740371704, 2.2436084747314453, 0.9970666766166687, 1.0010327100753784, 0.9989588856697083, 0.9968770742416382, 0.9961329102516174, 0.9959181547164917, 0.9973175525665283]","[1.0013097524642944, 0.998975932598114, 1.0001198053359985, 2.2220540046691895, 1.0001977682113647, 0.9964032173156738, 0.9992138743400574, 0.9975370168685913, 0.9979979991912842, 1.0049223899841309]","[1.0051329135894775, 0.9982702732086182, 1.0078787803649902, 0.9977078437805176, 2.2074713706970215, 0.9999356269836426, 0.9990749955177307, 0.999557614326477, 0.9999746084213257, 1.0023530721664429]","[0.9983252882957458, 0.994279146194458, 0.9971299171447754, 0.9980146884918213, 0.9957641959190369, 2.246915340423584, 0.9987128376960754, 1.002369999885559, 0.9958887100219727, 0.994346022605896]","[1.0012561082839966, 1.0030661821365356, 1.0053120851516724, 0.9989852905273438, 1.0009959936141968, 0.9978386759757996, 2.207347869873047, 1.0003398656845093, 1.0031839609146118, 0.9986792802810669]","[1.003281831741333, 1.0016287565231323, 1.0090091228485107, 1.0076494216918945, 1.0028706789016724, 0.9982945919036865, 1.0042184591293335, 2.174891233444214, 1.002819538116455, 1.0093029737472534]","[1.0024354457855225, 1.0053828954696655, 1.002191185951233, 0.999001681804657, 1.0073537826538086, 1.0019971132278442, 1.0000147819519043, 1.0041426420211792, 2.190690040588379, 1.002018928527832]","[1.0091683864593506, 0.9940881729125977, 1.0051019191741943, 0.9933655261993408, 0.998435914516449, 1.0004279613494873, 0.997933030128479, 0.9943283200263977, 0.9948011040687561, 2.2336835861206055]"
0,0.4,3,trainable,paper,"[2.2706480026245117, 0.9909916520118713, 1.0031179189682007, 0.9887579679489136, 0.9971780776977539, 0.9962645769119263, 0.9968822002410889, 0.9997757077217102, 0.9881970882415771, 0.9940562844276428]","[1.01189124584198, 2.1819427013397217, 1.0041067600250244, 0.9956016540527344, 1.0061423778533936, 1.006403923034668, 1.0010985136032104, 1.002172827720642, 0.995620846748352, 1.0107922554016113]","[0.9972933530807495, 0.9958846569061279, 2.255624532699585, 0.9898250102996826, 1.000754475593567, 1.0011245012283325, 0.9962320327758789, 1.000717282295227, 0.9872897267341614, 0.9990591406822205]","[1.0103790760040283, 1.0007104873657227, 1.0050787925720215, 2.1821742057800293, 1.0041301250457764, 1.003133773803711, 1.0027990341186523, 1.0043609142303467, 0.9910774230957031, 1.0123178958892822]","[1.0050547122955322, 0.9964398145675659, 1.0067981481552124, 0.9923412203788757, 2.2269749641418457, 0.9990180134773254, 0.9980453848838806, 1.0016502141952515, 0.9899023771286011, 1.0045039653778076]","[0.9973376989364624, 0.9898306131362915, 0.992825448513031, 0.9900765419006348, 0.9947093725204468, 2.272787570953369, 0.9968176484107971, 1.0058996677398682, 0.9880325794219971, 0.9980197548866272]","[1.0021657943725586, 0.999952495098114, 1.0031421184539795, 0.9931988716125488, 0.9989187121391296, 0.9980718493461609, 2.2256174087524414, 1.0111033916473389, 0.9836146235466003, 1.0062493085861206]","[1.0015513896942139, 0.9990738034248352, 1.004372477531433, 1.0006877183914185, 1.0007331371307373, 0.9944010376930237, 0.9930164813995361, 2.223191499710083, 0.9895033240318298, 1.0151336193084717]","[1.0052801370620728, 1.007789969444275, 1.00412917137146, 0.99921053647995, 1.011506199836731, 1.0043623447418213, 1.012945532798767, 1.0131051540374756, 2.1604907512664795, 0.9960782527923584]","[1.0086371898651123, 0.9915125966072083, 1.0020625591278076, 0.9852977395057678, 0.9964451789855957, 0.9970720410346985, 0.9887683391571045, 0.9897369742393494, 0.9956443905830383, 2.2723309993743896]"
0,0.4,1,trainable,paper,"[2.3030848503112793, 0.9918470978736877, 1.0016226768493652, 0.9883185029029846, 0.9919101595878601, 0.9923502206802368, 0.9920060038566589, 1.001090407371521, 0.9857452511787415, 0.9832548499107361]","[1.0111461877822876, 2.2179243564605713, 1.0035786628723145, 0.9922686219215393, 1.0011438131332397, 1.0024096965789795, 0.9952684640884399, 1.0037615299224854, 0.9932346343994141, 0.9990605711936951]","[0.9990328550338745, 0.9970405101776123, 2.2855217456817627, 0.9874943494796753, 0.9973970651626587, 0.9977024793624878, 0.9926124215126038, 1.001656413078308, 0.9844926595687866, 0.9858154654502869]","[1.011328101158142, 1.003529667854309, 1.0067203044891357, 2.2063634395599365, 0.9982843399047852, 1.0007578134536743, 0.9995208382606506, 1.0062508583068848, 0.9885942339897156, 0.9975910782814026]","[1.0082591772079468, 1.0025079250335693, 1.0096584558486938, 0.996870756149292, 2.2091426849365234, 0.9997109770774841, 0.9977729916572571, 1.0089701414108276, 0.9909249544143677, 0.995408296585083]","[0.9999631643295288, 0.9936568737030029, 0.9954811930656433, 0.9908735156059265, 0.9918708205223083, 2.285797119140625, 0.9934742450714111, 1.008731722831726, 0.9860116839408875, 0.9835497736930847]","[1.0070995092391968, 1.0096851587295532, 1.0067448616027832, 0.996590793132782, 0.9988120198249817, 1.0012431144714355, 2.2200098037719727, 1.0155888795852661, 0.981499433517456, 0.987140417098999]","[1.0016725063323975, 0.9991465210914612, 1.004059910774231, 0.9987571239471436, 0.995075523853302, 0.9917134046554565, 0.9887505769729614, 2.2713377475738525, 0.9863908886909485, 0.9911479949951172]","[1.0048718452453613, 1.008594036102295, 1.0041520595550537, 1.0000383853912354, 1.0076175928115845, 1.0030851364135742, 1.0125608444213867, 1.0151299238204956, 2.1646218299865723, 0.9954120516777039]","[1.0137015581130981, 1.000048041343689, 1.0136263370513916, 0.9938430786132812, 0.9993939399719238, 1.0055261850357056, 1.0042287111282349, 1.0103468894958496, 0.9898014068603516, 2.1890926361083984]"
0,0.4,0.3,trainable,paper,"[2.3205370903015137, 0.9930672645568848, 0.9987456798553467, 0.9879571199417114, 0.9938018918037415, 0.9931545853614807, 0.9905696511268616, 0.9927198886871338, 0.9782567620277405, 0.9849114418029785]","[1.0075509548187256, 2.24177622795105, 0.9994257092475891, 0.9939550757408142, 1.0032511949539185, 1.001617193222046, 0.9936966896057129, 0.9965667724609375, 0.9851051568984985, 1.0001493692398071]","[0.9991129636764526, 0.9982057809829712, 2.3025717735290527, 0.9882972240447998, 0.9991776347160339, 0.9984880685806274, 0.9909002780914307, 0.9920392036437988, 0.9749090671539307, 0.9886032342910767]","[1.0104812383651733, 1.0000382661819458, 1.0043524503707886, 2.234304428100586, 1.002929449081421, 1.0020155906677246, 0.9955770969390869, 0.9947811961174011, 0.98017418384552, 0.9989067912101746]","[1.0043736696243286, 0.9987728595733643, 1.0057687759399414, 0.9913842082023621, 2.247084617614746, 0.998345136642456, 0.997545063495636, 1.0002857446670532, 0.9840577840805054, 0.9961193799972534]","[0.9986937046051025, 0.9939072132110596, 0.9934810400009155, 0.9876691699028015, 0.9943963289260864, 2.3075883388519287, 0.991715669631958, 0.9980206489562988, 0.9772784113883972, 0.9891690015792847]","[1.0069856643676758, 1.0104535818099976, 1.006536841392517, 1.0004764795303345, 0.9980347156524658, 1.0025966167449951, 2.2537152767181396, 0.9946535229682922, 0.9653058052062988, 0.9930792450904846]","[1.00429368019104, 1.0005884170532227, 1.0070041418075562, 1.0042468309402466, 0.9982508420944214, 0.9967051148414612, 1.003932237625122, 2.2359731197357178, 0.9746891856193542, 0.999322772026062]","[1.005642056465149, 1.0102136135101318, 1.0065972805023193, 1.0027906894683838, 1.0093460083007812, 1.0074012279510498, 1.0239826440811157, 1.0169224739074707, 2.138101577758789, 0.9971716403961182]","[1.0111234188079834, 0.9990466237068176, 1.0090858936309814, 0.9915158152580261, 0.9991825819015503, 1.000935673713684, 0.9978768229484558, 0.9990264177322388, 0.9841176867485046, 2.231398344039917]"
0,0.4,0.1,trainable,paper,"[2.3323476314544678, 0.9912450313568115, 0.9944106340408325, 0.9868980646133423, 0.9916753172874451, 0.988510012626648, 0.9877387285232544, 0.9893523454666138, 0.9842571020126343, 0.987751305103302]","[1.0059430599212646, 2.258955717086792, 0.9929879903793335, 0.9924452304840088, 0.9997830986976624, 0.9970970153808594, 0.9895734190940857, 0.9936276078224182, 0.990134596824646, 1.0043500661849976]","[0.999352216720581, 1.0004308223724365, 2.303175687789917, 0.9896296262741089, 0.9950748085975647, 0.9942494034767151, 0.9862300753593445, 0.989933967590332, 0.9804942607879639, 0.9925206899642944]","[1.009203314781189, 0.9994936585426331, 0.9998123645782471, 2.256305456161499, 0.9972704648971558, 0.9932569861412048, 0.9900120496749878, 0.9912154674530029, 0.986794114112854, 1.0017354488372803]","[1.001988172531128, 0.9973477721214294, 1.0049797296524048, 0.9943907856941223, 2.249702215194702, 0.9940640330314636, 0.9941759705543518, 0.9983329176902771, 0.9876092672348022, 1.0005664825439453]","[0.9984261393547058, 0.9940938353538513, 0.9924303293228149, 0.9924983978271484, 0.9930610656738281, 2.3062517642974854, 0.9880394339561462, 0.9932993650436401, 0.9840448498725891, 0.9882498979568481]","[1.0041964054107666, 1.0091649293899536, 1.0042123794555664, 1.002233862876892, 0.994684100151062, 0.9999040365219116, 2.2372007369995117, 0.9922996759414673, 0.9764596223831177, 1.004886269569397]","[1.003007173538208, 0.99903804063797, 1.0041073560714722, 1.0042911767959595, 0.9944700598716736, 0.9948995113372803, 0.9997594356536865, 2.2330715656280518, 0.9854868650436401, 1.0035964250564575]","[0.9991861581802368, 1.0059595108032227, 0.9995460510253906, 0.9977494478225708, 1.0060747861862183, 0.9994522333145142, 1.010414719581604, 1.0050891637802124, 2.2000410556793213, 0.995624840259552]","[1.007644534111023, 0.9944068193435669, 1.0033832788467407, 0.9884777665138245, 0.9934631586074829, 0.9996965527534485, 0.9831582903862, 0.9932924509048462, 0.9878534078598022, 2.277177333831787]"
0,0.4,0.03,trainable,paper,"[2.3457233905792236, 0.9876924753189087, 0.9939939975738525, 0.9874016046524048, 0.9883386492729187, 0.9880316853523254, 0.9850196838378906, 0.9883657693862915, 0.9755795001983643, 0.9974021315574646]","[1.0070582628250122, 2.2372493743896484, 0.9948694109916687, 0.9961049556732178, 1.0002539157867432, 0.9996999502182007, 0.9896631836891174, 0.9964337348937988, 0.9837930798530579, 1.0209393501281738]","[0.996833086013794, 0.9959531426429749, 2.3229429721832275, 0.9905562996864319, 0.9911922216415405, 0.9930732846260071, 0.9832016229629517, 0.9890652298927307, 0.970430850982666, 1.0031805038452148]","[1.0072941780090332, 0.9936515092849731, 0.998177170753479, 2.281074047088623, 0.9936237335205078, 0.9913358092308044, 0.9865448474884033, 0.9903607368469238, 0.9750706553459167, 1.0159286260604858]","[1.0023677349090576, 0.9939841032028198, 1.0066778659820557, 0.9960161447525024, 2.2614004611968994, 0.9911936521530151, 0.9894896149635315, 0.997746467590332, 0.9794076681137085, 1.009474754333496]","[0.9957777261734009, 0.988897979259491, 0.991766631603241, 0.99216228723526, 0.9924404621124268, 2.3255317211151123, 0.9856531023979187, 0.9908740520477295, 0.9725298881530762, 0.9997494220733643]","[1.0033472776412964, 1.006653070449829, 1.0047303438186646, 1.0043257474899292, 0.9948828816413879, 0.9995309710502625, 2.2545104026794434, 0.9909656047821045, 0.9537168741226196, 1.0316132307052612]","[1.0008571147918701, 0.9936841726303101, 1.0031203031539917, 1.0032967329025269, 0.9927002191543579, 0.9945936799049377, 0.9982635974884033, 2.2577433586120605, 0.9644801616668701, 1.0279593467712402]","[0.9994813203811646, 1.004417896270752, 1.0015759468078613, 1.0026812553405762, 1.0069159269332886, 1.003806471824646, 1.024355173110962, 1.0182896852493286, 2.179621696472168, 0.9856042265892029]","[1.0016041994094849, 0.9837213754653931, 0.9968996047973633, 0.9788649082183838, 0.987808108329773, 0.9915269613265991, 0.9580756425857544, 0.9715587496757507, 0.9945959448814392, 2.389162302017212]"
0,0.4,0.01,trainable,paper,"[2.368480920791626, 0.986859142780304, 0.9946516752243042, 0.9862574338912964, 0.9808189868927002, 0.9864094257354736, 0.9859116077423096, 0.990447998046875, 0.9658039808273315, 0.9980567097663879]","[1.0060268640518188, 2.2572011947631836, 0.9946349263191223, 0.9975107312202454, 0.9919280409812927, 0.9983397126197815, 0.9905607104301453, 1.000226378440857, 0.9727385640144348, 1.0227851867675781]","[0.9956801533699036, 0.9936615228652954, 2.3487024307250977, 0.9911738038063049, 0.9848337769508362, 0.9905408620834351, 0.9827916026115417, 0.9921671748161316, 0.9586755633354187, 1.0064318180084229]","[1.0077942609786987, 0.9907492995262146, 0.9971803426742554, 2.3085248470306396, 0.9844285845756531, 0.9891128540039062, 0.9882335662841797, 0.9945132732391357, 0.9620285034179688, 1.0206791162490845]","[1.0105971097946167, 0.9989955425262451, 1.011885643005371, 1.0031611919403076, 2.2254319190979004, 0.9937754273414612, 0.9920119047164917, 1.005030632019043, 0.9734920263290405, 1.0131185054779053]","[0.9955570101737976, 0.9875075817108154, 0.9918799996376038, 0.9923962950706482, 0.9862523078918457, 2.3414113521575928, 0.9875633716583252, 0.9921649694442749, 0.9617792963981628, 1.0053000450134277]","[1.0018494129180908, 1.0043126344680786, 1.003882884979248, 1.0033128261566162, 0.9907700419425964, 0.9965333342552185, 2.2998387813568115, 1.001695156097412, 0.9289778470993042, 1.0415663719177246]","[1.0002590417861938, 0.9904904365539551, 1.001524567604065, 1.0003433227539062, 0.9853829741477966, 0.9925586581230164, 0.9897711277008057, 2.3160481452941895, 0.9463411569595337, 1.0356452465057373]","[1.002963662147522, 1.00726318359375, 1.0048861503601074, 1.0091078281402588, 1.0046584606170654, 1.0062729120254517, 1.0411843061447144, 1.0298901796340942, 2.1496124267578125, 0.9846455454826355]","[1.0019595623016357, 0.9814651608467102, 0.9939409494400024, 0.9740305542945862, 0.9827569723129272, 0.9850078225135803, 0.9479879140853882, 0.9672907590866089, 0.9877166748046875, 2.447146415710449]"
