mode,frame_type,posterior_var_mode,noise_rate,beta,metric,mean,std,n,n_opt_fail
population,trainable,paper,0,0.003,beta_excess_d,0.000000,0.000001,5,0
population,trainable,paper,0,0.003,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.003,d_hat,0.000097,0.000108,5,0
population,trainable,paper,0,0.003,excess_d,0.000097,0.000108,5,0
population,trainable,paper,0,0.003,kl_total,0.000147,0.000112,5,0
population,trainable,paper,0,0.003,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.003,trained_objective_mc,0.000212,0.000269,5,0
population,trainable,paper,0,0.003,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,0.003,trained_risk_mc,0.000211,0.000269,5,0
population,trainable,paper,0,0.01,L_hat_minus_L_comp,0.000012,0.000127,5,0
population,trainable,paper,0,0.01,beta_excess_d,0.000001,0.000002,5,0
population,trainable,paper,0,0.01,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.01,d_hat,0.000153,0.000151,5,0
population,trainable,paper,0,0.01,excess_d,0.000153,0.000151,5,0
population,trainable,paper,0,0.01,kl_total,0.000885,0.001402,5,0
population,trainable,paper,0,0.01,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.01,trained_objective_mc,0.000296,0.000127,5,0
population,trainable,paper,0,0.01,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,0.01,trained_risk_mc,0.000287,0.000116,5,0
population,trainable,paper,0,0.03,L_hat_minus_L_comp,-0.000127,0.000074,5,0
population,trainable,paper,0,0.03,beta_excess_d,0.000000,0.000000,5,0
population,trainable,paper,0,0.03,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.03,d_hat,0.000004,0.000002,5,0
population,trainable,paper,0,0.03,excess_d,0.000004,0.000002,5,0
population,trainable,paper,0,0.03,kl_total,0.000038,0.000043,5,0
population,trainable,paper,0,0.03,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.03,trained_objective_mc,0.000157,0.000074,5,0
population,trainable,paper,0,0.03,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,0.03,trained_risk_mc,0.000156,0.000073,5,0
population,trainable,paper,0,0.1,L_hat_minus_L_comp,0.000120,0.000161,5,0
population,trainable,paper,0,0.1,beta_excess_d,0.000001,0.000001,5,0
population,trainable,paper,0,0.1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.1,d_hat,0.000005,0.000004,5,0
population,trainable,paper,0,0.1,excess_d,0.000005,0.000004,5,0
population,trainable,paper,0,0.1,kl_total,0.000020,0.000021,5,0
population,trainable,paper,0,0.1,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.1,trained_objective_mc,0.000404,0.000161,5,0
population,trainable,paper,0,0.1,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,0.1,trained_risk_mc,0.000401,0.000162,5,0
population,trainable,paper,0,0.3,L_hat_minus_L_comp,-0.000001,0.000238,5,0
population,trainable,paper,0,0.3,beta_excess_d,0.000002,0.000001,5,0
population,trainable,paper,0,0.3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.3,d_hat,0.000005,0.000002,5,0
population,trainable,paper,0,0.3,excess_d,0.000005,0.000002,5,0
population,trainable,paper,0,0.3,kl_total,0.000015,0.000022,5,0
population,trainable,paper,0,0.3,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.3,trained_objective_mc,0.000283,0.000238,5,0
population,trainable,paper,0,0.3,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,0.3,trained_risk_mc,0.000279,0.000232,5,0
population,trainable,paper,0,1,L_hat_minus_L_comp,-0.000069,0.000088,5,0
population,trainable,paper,0,1,beta_excess_d,0.000007,0.000003,5,0
population,trainable,paper,0,1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,1,d_hat,0.000007,0.000003,5,0
population,trainable,paper,0,1,excess_d,0.000007,0.000003,5,0
population,trainable,paper,0,1,kl_total,0.000025,0.000039,5,0
population,trainable,paper,0,1,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,1,trained_objective_mc,0.000215,0.000088,5,0
population,trainable,paper,0,1,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,1,trained_risk_mc,0.000191,0.000092,5,0
population,trainable,paper,0,3,L_hat_minus_L_comp,-0.000055,0.000141,5,0
population,trainable,paper,0,3,beta_excess_d,0.000013,0.000008,5,0
population,trainable,paper,0,3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,3,d_hat,0.000004,0.000003,5,0
population,trainable,paper,0,3,excess_d,0.000004,0.000003,5,0
population,trainable,paper,0,3,kl_total,0.000004,0.000003,5,0
population,trainable,paper,0,3,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,3,trained_objective_mc,0.000229,0.000141,5,0
population,trainable,paper,0,3,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,3,trained_risk_mc,0.000216,0.000137,5,0
population,trainable,paper,0,10,L_hat_minus_L_comp,0.000044,0.000089,5,0
population,trainable,paper,0,10,beta_excess_d,0.000033,0.000023,5,0
population,trainable,paper,0,10,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,10,d_hat,0.000003,0.000002,5,0
population,trainable,paper,0,10,excess_d,0.000003,0.000002,5,0
population,trainable,paper,0,10,kl_total,0.000003,0.000002,5,0
population,trainable,paper,0,10,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,10,trained_objective_mc,0.000328,0.000089,5,0
population,trainable,paper,0,10,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,10,trained_risk_mc,0.000295,0.000094,5,0
population,trainable,paper,0.1,0.001,L_hat_minus_L_comp,-0.088276,0.003222,5,0
population,trainable,paper,0.1,0.001,beta_excess_d,0.000033,0.000019,5,0
population,trainable,paper,0.1,0.001,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,0.001,d_hat,3.433135,0.018839,5,0
population,trainable,paper,0.1,0.001,excess_d,0.033135,0.018839,5,0
population,trainable,paper,0.1,0.001,kl_total,3.433388,0.018863,5,0
population,trainable,paper,0.1,0.001,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,0.001,trained_objective_mc,3.102342,0.003222,5,0
population,trainable,paper,0.1,0.001,trained_risk,3.094561,0.004801,5,0
population,trainable,paper,0.1,0.001,trained_risk_mc,3.098908,0.003237,5,0
population,trainable,paper,0.1,0.003,L_hat_minus_L_comp,-0.080863,0.006684,5,0
population,trainable,paper,0.1,0.003,beta_excess_d,0.000076,0.000035,5,0
population,trainable,paper,0.1,0.003,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,0.003,d_hat,3.425361,0.011847,5,0
population,trainable,paper,0.1,0.003,excess_d,0.025361,0.011847,5,0
population,trainable,paper,0.1,0.003,kl_total,3.425599,0.011893,5,0
population,trainable,paper,0.1,0.003,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,0.003,trained_objective_mc,3.116555,0.006684,5,0
population,trainable,paper,0.1,0.003,trained_risk,3.103117,0.004272,5,0
population,trainable,paper,0.1,0.003,trained_risk_mc,3.106277,0.006710,5,0
population,trainable,paper,0.1,0.01,L_hat_minus_L_comp,-0.072867,0.004159,5,0
population,trainable,paper,0.1,0.01,beta_excess_d,0.000185,0.000063,5,0
population,trainable,paper,0.1,0.01,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,0.01,d_hat,3.418472,0.006280,5,0
population,trainable,paper,0.1,0.01,excess_d,0.018472,0.006280,5,0
population,trainable,paper,0.1,0.01,kl_total,3.418685,0.006317,5,0
population,trainable,paper,0.1,0.01,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,0.01,trained_objective_mc,3.148350,0.004158,5,0
population,trainable,paper,0.1,0.01,trained_risk,3.111051,0.003435,5,0
population,trainable,paper,0.1,0.01,trained_risk_mc,3.114163,0.004185,5,0
population,trainable,paper,0.1,0.03,L_hat_minus_L_comp,-0.061542,0.005666,5,0
population,trainable,paper,0.1,0.03,beta_excess_d,0.000479,0.000141,5,0
population,trainable,paper,0.1,0.03,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,0.03,d_hat,3.415969,0.004682,5,0
population,trainable,paper,0.1,0.03,excess_d,0.015969,0.004682,5,0
population,trainable,paper,0.1,0.03,kl_total,3.416171,0.004720,5,0
population,trainable,paper,0.1,0.03,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,0.03,trained_objective_mc,3.227675,0.005666,5,0
population,trainable,paper,0.1,0.03,trained_risk,3.119224,0.003287,5,0
population,trainable,paper,0.1,0.03,trained_risk_mc,3.125190,0.005723,5,0
population,trainable,paper,0.1,0.1,L_hat_minus_L_comp,-0.054535,0.004604,5,0
population,trainable,paper,0.1,0.1,beta_excess_d,0.001104,0.000260,5,0
population,trainable,paper,0.1,0.1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,0.1,d_hat,3.411037,0.002594,5,0
population,trainable,paper,0.1,0.1,excess_d,0.011037,0.002594,5,0
population,trainable,paper,0.1,0.1,kl_total,3.411242,0.002583,5,0
population,trainable,paper,0.1,0.1,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,0.1,trained_objective_mc,3.472682,0.004604,5,0
population,trainable,paper,0.1,0.1,trained_risk,3.127557,0.003115,5,0
population,trainable,paper,0.1,0.1,trained_risk_mc,3.131558,0.004710,5,0
population,trainable,paper,0.1,0.3,L_hat_minus_L_comp,-0.048229,0.005300,5,0
population,trainable,paper,0.1,0.3,beta_excess_d,0.002400,0.000463,5,0
population,trainable,paper,0.1,0.3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,0.3,d_hat,3.408002,0.001543,5,0
population,trainable,paper,0.1,0.3,excess_d,0.008002,0.001543,5,0
population,trainable,paper,0.1,0.3,kl_total,3.408189,0.001496,5,0
population,trainable,paper,0.1,0.3,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,0.3,trained_objective_mc,4.158989,0.005300,5,0
population,trainable,paper,0.1,0.3,trained_risk,3.135798,0.002996,5,0
population,trainable,paper,0.1,0.3,trained_risk_mc,3.136532,0.005467,5,0
population,trainable,paper,0.1,1,L_hat_minus_L_comp,-0.035328,0.005452,5,0
population,trainable,paper,0.1,1,beta_excess_d,0.006397,0.001086,5,0
population,trainable,paper,0.1,1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,1,d_hat,3.406397,0.001086,5,0
population,trainable,paper,0.1,1,excess_d,0.006397,0.001086,5,0
population,trainable,paper,0.1,1,kl_total,3.406555,0.001083,5,0
population,trainable,paper,0.1,1,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,1,trained_objective_mc,6.551890,0.005452,5,0
population,trainable,paper,0.1,1,trained_risk,3.143935,0.002976,5,0
population,trainable,paper,0.1,1,trained_risk_mc,3.145335,0.005417,5,0
population,trainable,paper,0.1,3,L_hat_minus_L_comp,-0.022650,0.003977,5,0
population,trainable,paper,0.1,3,beta_excess_d,0.012917,0.002033,5,0
population,trainable,paper,0.1,3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,3,d_hat,3.404306,0.000678,5,0
population,trainable,paper,0.1,3,excess_d,0.004306,0.000678,5,0
population,trainable,paper,0.1,3,kl_total,3.404455,0.000657,5,0
population,trainable,paper,0.1,3,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,3,trained_objective_mc,13.364568,0.003977,5,0
population,trainable,paper,0.1,3,trained_risk,3.152113,0.002998,5,0
population,trainable,paper,0.1,3,trained_risk_mc,3.151204,0.005077,5,0
population,trainable,paper,0.1,10,L_hat_minus_L_comp,-0.002545,0.002437,5,0
population,trainable,paper,0.1,10,beta_excess_d,0.019073,0.000277,5,0
population,trainable,paper,0.1,10,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.1,10,d_hat,3.401907,0.000028,5,0
population,trainable,paper,0.1,10,excess_d,0.001907,0.000028,5,0
population,trainable,paper,0.1,10,kl_total,3.402042,0.000074,5,0
population,trainable,paper,0.1,10,noisy_label_acc,0.900000,0.000000,5,0
population,trainable,paper,0.1,10,trained_objective_mc,37.184673,0.002437,5,0
population,trainable,paper,0.1,10,trained_risk,3.161708,0.000466,5,0
population,trainable,paper,0.1,10,trained_risk_mc,3.164248,0.002218,5,0
population,trainable,paper,0.2,0.001,L_hat_minus_L_comp,-0.252679,0.012465,5,0
population,trainable,paper,0.2,0.001,beta_excess_d,0.000046,0.000034,5,0
population,trainable,paper,0.2,0.001,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,0.001,d_hat,6.446520,0.034219,5,0
population,trainable,paper,0.2,0.001,excess_d,0.046520,0.034219,5,0
population,trainable,paper,0.2,0.001,kl_total,6.447066,0.034283,5,0
population,trainable,paper,0.2,0.001,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,0.001,trained_objective_mc,5.351376,0.012465,5,0
population,trainable,paper,0.2,0.001,trained_risk,5.328291,0.017313,5,0
population,trainable,paper,0.2,0.001,trained_risk_mc,5.344930,0.012479,5,0
population,trainable,paper,0.2,0.003,L_hat_minus_L_comp,-0.235096,0.021363,5,0
population,trainable,paper,0.2,0.003,beta_excess_d,0.000113,0.000063,5,0
population,trainable,paper,0.2,0.003,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,0.003,d_hat,6.437677,0.021170,5,0
population,trainable,paper,0.2,0.003,excess_d,0.037677,0.021170,5,0
population,trainable,paper,0.2,0.003,kl_total,6.438207,0.021237,5,0
population,trainable,paper,0.2,0.003,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,0.003,trained_objective_mc,5.381759,0.021363,5,0
population,trainable,paper,0.2,0.003,trained_risk,5.344324,0.017091,5,0
population,trainable,paper,0.2,0.003,trained_risk_mc,5.362445,0.021397,5,0
population,trainable,paper,0.2,0.01,L_hat_minus_L_comp,-0.212281,0.005785,5,0
population,trainable,paper,0.2,0.01,beta_excess_d,0.000330,0.000165,5,0
population,trainable,paper,0.2,0.01,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,0.01,d_hat,6.432943,0.016493,5,0
population,trainable,paper,0.2,0.01,excess_d,0.032943,0.016493,5,0
population,trainable,paper,0.2,0.01,kl_total,6.433438,0.016544,5,0
population,trainable,paper,0.2,0.01,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,0.01,trained_objective_mc,5.449374,0.005785,5,0
population,trainable,paper,0.2,0.01,trained_risk,5.365565,0.007405,5,0
population,trainable,paper,0.2,0.01,trained_risk_mc,5.385040,0.005874,5,0
population,trainable,paper,0.2,0.03,L_hat_minus_L_comp,-0.196512,0.009692,5,0
population,trainable,paper,0.2,0.03,beta_excess_d,0.000878,0.000441,5,0
population,trainable,paper,0.2,0.03,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,0.03,d_hat,6.429276,0.014691,5,0
population,trainable,paper,0.2,0.03,excess_d,0.029276,0.014691,5,0
population,trainable,paper,0.2,0.03,kl_total,6.429740,0.014731,5,0
population,trainable,paper,0.2,0.03,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,0.03,trained_objective_mc,5.593143,0.009692,5,0
population,trainable,paper,0.2,0.03,trained_risk,5.379392,0.005702,5,0
population,trainable,paper,0.2,0.03,trained_risk_mc,5.400251,0.009964,5,0
population,trainable,paper,0.2,0.1,L_hat_minus_L_comp,-0.186431,0.009925,5,0
population,trainable,paper,0.2,0.1,beta_excess_d,0.002291,0.000896,5,0
population,trainable,paper,0.2,0.1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,0.1,d_hat,6.422908,0.008962,5,0
population,trainable,paper,0.2,0.1,excess_d,0.022908,0.008962,5,0
population,trainable,paper,0.2,0.1,kl_total,6.423317,0.008996,5,0
population,trainable,paper,0.2,0.1,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,0.1,trained_objective_mc,6.051224,0.009925,5,0
population,trainable,paper,0.2,0.1,trained_risk,5.394040,0.005986,5,0
population,trainable,paper,0.2,0.1,trained_risk_mc,5.408892,0.010468,5,0
population,trainable,paper,0.2,0.3,L_hat_minus_L_comp,-0.171709,0.012826,5,0
population,trainable,paper,0.2,0.3,beta_excess_d,0.005103,0.001229,5,0
population,trainable,paper,0.2,0.3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,0.3,d_hat,6.417009,0.004096,5,0
population,trainable,paper,0.2,0.3,excess_d,0.017009,0.004096,5,0
population,trainable,paper,0.2,0.3,kl_total,6.417389,0.004105,5,0
population,trainable,paper,0.2,0.3,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,0.3,trained_objective_mc,7.345946,0.012826,5,0
population,trainable,paper,0.2,0.3,trained_risk,5.409661,0.005515,5,0
population,trainable,paper,0.2,0.3,trained_risk_mc,5.420730,0.013716,5,0
population,trainable,paper,0.2,1,L_hat_minus_L_comp,-0.148317,0.014323,5,0
population,trainable,paper,0.2,1,beta_excess_d,0.012520,0.001970,5,0
population,trainable,paper,0.2,1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,1,d_hat,6.412520,0.001970,5,0
population,trainable,paper,0.2,1,excess_d,0.012520,0.001970,5,0
population,trainable,paper,0.2,1,kl_total,6.412859,0.001978,5,0
population,trainable,paper,0.2,1,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,1,trained_objective_mc,11.849338,0.014323,5,0
population,trainable,paper,0.2,1,trained_risk,5.424099,0.004570,5,0
population,trainable,paper,0.2,1,trained_risk_mc,5.436479,0.013826,5,0
population,trainable,paper,0.2,3,L_hat_minus_L_comp,-0.109668,0.009963,5,0
population,trainable,paper,0.2,3,beta_excess_d,0.028174,0.002166,5,0
population,trainable,paper,0.2,3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,3,d_hat,6.409391,0.000722,5,0
population,trainable,paper,0.2,3,excess_d,0.009391,0.000722,5,0
population,trainable,paper,0.2,3,kl_total,6.409706,0.000736,5,0
population,trainable,paper,0.2,3,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,3,trained_objective_mc,24.687987,0.009963,5,0
population,trainable,paper,0.2,3,trained_risk,5.438743,0.003920,5,0
population,trainable,paper,0.2,3,trained_risk_mc,5.458870,0.010752,5,0
population,trainable,paper,0.2,10,L_hat_minus_L_comp,-0.054986,0.008490,5,0
population,trainable,paper,0.2,10,beta_excess_d,0.070445,0.001996,5,0
population,trainable,paper,0.2,10,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.2,10,d_hat,6.407044,0.000200,5,0
population,trainable,paper,0.2,10,excess_d,0.007044,0.000200,5,0
population,trainable,paper,0.2,10,kl_total,6.407334,0.000194,5,0
population,trainable,paper,0.2,10,noisy_label_acc,0.800000,0.000000,5,0
population,trainable,paper,0.2,10,trained_objective_mc,69.542670,0.008490,5,0
population,trainable,paper,0.2,10,trained_risk,5.453886,0.003978,5,0
population,trainable,paper,0.2,10,trained_risk_mc,5.469325,0.009861,5,0
population,trainable,paper,0.4,0.001,L_hat_minus_L_comp,-0.521978,0.016861,5,0
population,trainable,paper,0.4,0.001,beta_excess_d,0.000046,0.000014,5,0
population,trainable,paper,0.4,0.001,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,0.001,d_hat,11.245997,0.013802,5,0
population,trainable,paper,0.4,0.001,excess_d,0.045997,0.013802,5,0
population,trainable,paper,0.4,0.001,kl_total,11.249047,0.014018,5,0
population,trainable,paper,0.4,0.001,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,0.001,trained_objective_mc,7.680481,0.016860,5,0
population,trainable,paper,0.4,0.001,trained_risk,7.357331,0.006556,5,0
population,trainable,paper,0.4,0.001,trained_risk_mc,7.669232,0.016862,5,0
population,trainable,paper,0.4,0.003,L_hat_minus_L_comp,-0.515703,0.028551,5,0
population,trainable,paper,0.4,0.003,beta_excess_d,0.000122,0.000028,5,0
population,trainable,paper,0.4,0.003,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,0.003,d_hat,11.240866,0.009287,5,0
population,trainable,paper,0.4,0.003,excess_d,0.040866,0.009287,5,0
population,trainable,paper,0.4,0.003,kl_total,11.243777,0.009440,5,0
population,trainable,paper,0.4,0.003,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,0.003,trained_objective_mc,7.709157,0.028550,5,0
population,trainable,paper,0.4,0.003,trained_risk,7.379633,0.004633,5,0
population,trainable,paper,0.4,0.003,trained_risk_mc,7.675425,0.028551,5,0
population,trainable,paper,0.4,0.01,L_hat_minus_L_comp,-0.488674,0.019266,5,0
population,trainable,paper,0.4,0.01,beta_excess_d,0.000374,0.000060,5,0
population,trainable,paper,0.4,0.01,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,0.01,d_hat,11.237423,0.006032,5,0
population,trainable,paper,0.4,0.01,excess_d,0.037423,0.006032,5,0
population,trainable,paper,0.4,0.01,kl_total,11.240212,0.006180,5,0
population,trainable,paper,0.4,0.01,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,0.01,trained_objective_mc,7.814586,0.019266,5,0
population,trainable,paper,0.4,0.01,trained_risk,7.399683,0.003611,5,0
population,trainable,paper,0.4,0.01,trained_risk_mc,7.702184,0.019287,5,0
population,trainable,paper,0.4,0.03,L_hat_minus_L_comp,-0.471381,0.013829,5,0
population,trainable,paper,0.4,0.03,beta_excess_d,0.000950,0.000080,5,0
population,trainable,paper,0.4,0.03,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,0.03,d_hat,11.231667,0.002666,5,0
population,trainable,paper,0.4,0.03,excess_d,0.031667,0.002666,5,0
population,trainable,paper,0.4,0.03,kl_total,11.234310,0.002781,5,0
population,trainable,paper,0.4,0.03,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,0.03,trained_objective_mc,8.055879,0.013829,5,0
population,trainable,paper,0.4,0.03,trained_risk,7.421235,0.007118,5,0
population,trainable,paper,0.4,0.03,trained_risk_mc,7.718850,0.013831,5,0
population,trainable,paper,0.4,0.1,L_hat_minus_L_comp,-0.448757,0.021170,5,0
population,trainable,paper,0.4,0.1,beta_excess_d,0.002734,0.000142,5,0
population,trainable,paper,0.4,0.1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,0.1,d_hat,11.227337,0.001420,5,0
population,trainable,paper,0.4,0.1,excess_d,0.027337,0.001420,5,0
population,trainable,paper,0.4,0.1,kl_total,11.229829,0.001447,5,0
population,trainable,paper,0.4,0.1,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,0.1,trained_objective_mc,8.862502,0.021170,5,0
population,trainable,paper,0.4,0.1,trained_risk,7.443925,0.008112,5,0
population,trainable,paper,0.4,0.1,trained_risk_mc,7.739519,0.021135,5,0
population,trainable,paper,0.4,0.3,L_hat_minus_L_comp,-0.428755,0.027421,5,0
population,trainable,paper,0.4,0.3,beta_excess_d,0.007474,0.000382,5,0
population,trainable,paper,0.4,0.3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,0.3,d_hat,11.224913,0.001275,5,0
population,trainable,paper,0.4,0.3,excess_d,0.024913,0.001275,5,0
population,trainable,paper,0.4,0.3,kl_total,11.227302,0.001258,5,0
population,trainable,paper,0.4,0.3,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,0.3,trained_objective_mc,11.122504,0.027421,5,0
population,trainable,paper,0.4,0.3,trained_risk,7.467762,0.008404,5,0
population,trainable,paper,0.4,0.3,trained_risk_mc,7.754313,0.027431,5,0
population,trainable,paper,0.4,1,L_hat_minus_L_comp,-0.395146,0.017916,5,0
population,trainable,paper,0.4,1,beta_excess_d,0.022589,0.000968,5,0
population,trainable,paper,0.4,1,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,1,d_hat,11.222589,0.000968,5,0
population,trainable,paper,0.4,1,excess_d,0.022589,0.000968,5,0
population,trainable,paper,0.4,1,kl_total,11.224829,0.001021,5,0
population,trainable,paper,0.4,1,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,1,trained_objective_mc,18.996114,0.017916,5,0
population,trainable,paper,0.4,1,trained_risk,7.489776,0.008071,5,0
population,trainable,paper,0.4,1,trained_risk_mc,7.771285,0.018211,5,0
population,trainable,paper,0.4,3,L_hat_minus_L_comp,-0.339999,0.020538,5,0
population,trainable,paper,0.4,3,beta_excess_d,0.061264,0.002668,5,0
population,trainable,paper,0.4,3,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,3,d_hat,11.220421,0.000889,5,0
population,trainable,paper,0.4,3,excess_d,0.020421,0.000889,5,0
population,trainable,paper,0.4,3,kl_total,11.222643,0.000914,5,0
population,trainable,paper,0.4,3,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,3,trained_objective_mc,41.451260,0.020538,5,0
population,trainable,paper,0.4,3,trained_risk,7.510737,0.004923,5,0
population,trainable,paper,0.4,3,trained_risk_mc,7.783332,0.019022,5,0
population,trainable,paper,0.4,10,L_hat_minus_L_comp,-0.193025,0.007514,5,0
population,trainable,paper,0.4,10,beta_excess_d,0.182785,0.003093,5,0
population,trainable,paper,0.4,10,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0.4,10,d_hat,11.218279,0.000309,5,0
population,trainable,paper,0.4,10,excess_d,0.018279,0.000309,5,0
population,trainable,paper,0.4,10,kl_total,11.220361,0.000213,5,0
population,trainable,paper,0.4,10,noisy_label_acc,0.600000,0.000000,5,0
population,trainable,paper,0.4,10,trained_objective_mc,119.998235,0.007514,5,0
population,trainable,paper,0.4,10,trained_risk,7.526000,0.004558,5,0
population,trainable,paper,0.4,10,trained_risk_mc,7.794622,0.008045,5,0
sampled,fixed,paper,0.1,0.001,L_hat_minus_L_comp,-2.576376,0.038032,5,0
sampled,fixed,paper,0.1,0.001,beta_excess_d,0.009579,0.000188,5,0
sampled,fixed,paper,0.1,0.001,clean_class_acc,1.000000,0.000000,5,0
sampled,fixed,paper,0.1,0.001,d_hat,12.979036,0.187626,5,0
sampled,fixed,paper,0.1,0.001,excess_d,9.579036,0.187626,5,0
sampled,fixed,paper,0.1,0.001,kl_total,37.870321,1.552773,5,0
sampled,fixed,paper,0.1,0.001,noisy_label_acc,0.898000,0.006344,5,0
sampled,fixed,paper,0.1,0.001,trained_objective_mc,0.614242,0.038032,5,0
sampled,fixed,paper,0.1,0.001,trained_risk,0.568065,0.036039,5,0
sampled,fixed,paper,0.1,0.001,trained_risk_mc,0.576372,0.039188,5,0
sampled,fixed,paper,0.1,0.003,L_hat_minus_L_comp,-2.506611,0.043427,5,0
sampled,fixed,paper,0.1,0.003,beta_excess_d,0.028530,0.000621,5,0
sampled,fixed,paper,0.1,0.003,clean_class_acc,1.000000,0.000000,5,0
sampled,fixed,paper,0.1,0.003,d_hat,12.910218,0.207159,5,0
sampled,fixed,paper,0.1,0.003,excess_d,9.510218,0.207159,5,0
sampled,fixed,paper,0.1,0.003,kl_total,32.564627,0.705870,5,0
sampled,fixed,paper,0.1,0.003,noisy_label_acc,0.898000,0.006344,5,0
sampled,fixed,paper,0.1,0.003,trained_objective_mc,0.690806,0.043428,5,0
sampled,fixed,paper,0.1,0.003,trained_risk,0.572885,0.039693,5,0
sampled,fixed,paper,0.1,0.003,trained_risk_mc,0.593112,0.045182,5,0
